order_number,order_date,product_code,producto_id,producto_nombre,categoria,quantity,price,sales,country,country_norm,region,subregion,cliente_id,nombre,ciudad
10316,2004-11-01,S32_4289,90,S32_4289,Ships,24,59.16,1419.84,UK,United Kingdom,,,15,Rasmus Christensen,Randers Nø
10328,2004-11-12,S32_4289,90,S32_4289,Ships,24,81.17,1948.08,Italy,Italy,,,65,Francis Armstrong,Tamworth
10340,2004-11-24,S32_4289,90,S32_4289,Ships,39,59.16,2307.24,Spain,Spain,,,76,Christian Alonso,Ferrol
10353,2004-12-04,S32_4289,90,S32_4289,Ships,40,44.51,1780.4,USA,United States,,,71,Emil Halla,Ilmajoki
10361,2004-12-17,S32_4289,90,S32_4289,Ships,49,72.33,3544.17,Australia,Australia,,,15,Rasmus Christensen,Randers Nø
10375,2005-02-03,S32_4289,90,S32_4289,Ships,44,82.26,3619.44,France,France,,,21,Pamela Colunga,Río Florido
10388,2005-03-03,S32_4289,90,S32_4289,Ships,35,100.0,3918.95,USA,United States,,,19,Rose Young,Waterloo
10398,2005-03-30,S32_4289,90,S32_4289,Ships,22,67.41,1483.02,France,France,,,60,Silvia Márquez,Barcelona
10401,2005-04-03,S32_4289,90,S32_4289,Ships,62,77.73,4819.26,USA,United States,,,93,Felix Chow,Hampstead
10416,2005-05-10,S32_4289,90,S32_4289,Ships,26,61.22,1591.72,Italy,Italy,,,89,Deniz Türkyılmaz,Manisa
10108,2003-03-03,S32_4485,91,S32_4485,Ships,31,100.0,3669.78,Philippines,Philippines,,,33,Leonard Barbier,Rüeggisberg
10121,2003-05-07,S32_4485,91,S32_4485,Ships,25,86.74,2168.5,France,France,,,49,Hudson Morris,Timaru
10135,2003-07-02,S32_4485,91,S32_4485,Ships,30,89.8,2694.0,USA,United States,,,96,Arnim Lehnen,Herrieden
10145,2003-08-25,S32_4485,91,S32_4485,Ships,27,100.0,3251.34,USA,United States,,,35,Lada Trajković,Mionica
10159,2003-10-10,S32_4485,91,S32_4485,Ships,23,100.0,2347.15,USA,United States,,,44,Nella Koskinen,Hamina
10169,2003-11-04,S32_4485,91,S32_4485,Ships,34,100.0,3920.88,Australia,Australia,,,90,Ana Luisa Valverde,La Higuera
10180,2003-11-11,S32_4485,91,S32_4485,Ships,22,100.0,2514.6,France,France,,,11,Ryder Lewis,Blenheim
10190,2003-11-19,S32_4485,91,S32_4485,Ships,42,85.72,3600.24,Spain,Spain,,,99,Darren Phillips,Longford
10211,2004-01-15,S32_4485,91,S32_4485,Ships,37,100.0,4040.03,France,France,,,72,Daniel Denys,Selkirk
10224,2004-02-21,S32_4485,91,S32_4485,Ships,30,100.0,3336.9,France,France,,,78,Hayley Li,Auckland
10237,2004-04-05,S32_4485,91,S32_4485,Ships,27,100.0,3113.64,USA,United States,,,74,Benjamin Jimenez,Wells
10252,2004-05-26,S32_4485,91,S32_4485,Ships,25,100.0,2832.0,France,France,,,66,Olive Martin,Christchurch
10264,2004-06-30,S32_4485,91,S32_4485,Ships,34,97.97,3330.98,USA,United States,,,46,Srđan Malešević,Zvečan
10276,2004-08-02,S32_4485,91,S32_4485,Ships,38,100.0,4304.64,USA,United States,,,9,Rosa Calderón,San Luis Soyatlán
10285,2004-08-27,S32_4485,91,S32_4485,Ships,26,100.0,2600.26,USA,United States,,,3,Noélie Bourgeois,Lille
10299,2004-09-30,S32_4485,91,S32_4485,Ships,38,100.0,4382.16,Finland,Finland,,,85,Francisco Hernández,Fuenlabrada
10309,2004-10-15,S32_4485,91,S32_4485,Ships,50,84.7,4235.0,Norway,Norway,,,26,Miro Niemela,Nastola
10319,2004-11-03,S32_4485,91,S32_4485,Ships,22,100.0,2626.8,USA,United States,,,72,Daniel Denys,Selkirk
10331,2004-11-17,S32_4485,91,S32_4485,Ships,32,100.0,5026.56,USA,United States,,,48,Aaron Clement,Saint-Pierre
10341,2004-11-24,S32_4485,91,S32_4485,Ships,31,71.02,2201.62,Austria,Austria,,,66,Olive Martin,Christchurch
10355,2004-12-07,S32_4485,91,S32_4485,Ships,40,100.0,4326.8,Spain,Spain,,,70,Aiden Griffin,Loughrea
10365,2005-01-07,S32_4485,91,S32_4485,Ships,22,100.0,3425.18,USA,United States,,,28,Soham Ellis,Dublin
10375,2005-02-03,S32_4485,91,S32_4485,Ships,41,100.0,4701.88,France,France,,,93,Felix Chow,Hampstead
10390,2005-03-04,S32_4485,91,S32_4485,Ships,45,48.98,2204.1,USA,United States,,,26,Miro Niemela,Nastola
10403,2005-04-08,S32_4485,91,S32_4485,Ships,45,100.0,5189.4,UK,United Kingdom,,,25,Wanda Lucas,The Colony
10106,2003-02-17,S50_1341,92,S50_1341,Trains,39,40.15,1565.85,Italy,Italy,,,12,Cassandra Tronstad,Havøysund
10120,2003-04-29,S50_1341,92,S50_1341,Trains,49,50.62,2480.38,Australia,Australia,,,5,Maya Howell,Leicester
10133,2003-06-27,S50_1341,92,S50_1341,Trains,27,50.19,1355.13,Spain,Spain,,,98,Addison Martin,Radisson
10143,2003-08-10,S50_1341,92,S50_1341,Trains,34,36.66,1246.44,USA,United States,,,48,Aaron Clement,Saint-Pierre
10156,2003-10-08,S50_1341,92,S50_1341,Trains,20,41.02,820.4,Spain,Spain,,,37,Anton Vasić,Lajkovac
10168,2003-10-28,S50_1341,92,S50_1341,Trains,48,51.93,2492.64,USA,United States,,,79,Willi Lefevre,Prangins
10199,2003-12-01,S50_1341,92,S50_1341,Trains,29,38.4,1113.6,USA,United States,,,44,Nella Koskinen,Hamina
10210,2004-01-12,S50_1341,92,S50_1341,Trains,43,41.02,1763.86,Japan,Japan,Asia,,100,Mara Häußler,Meßstetten
10223,2004-02-20,S50_1341,92,S50_1341,Trains,41,46.26,1896.66,Australia,Australia,,,15,Rasmus Christensen,Randers Nø
10235,2004-04-02,S50_1341,92,S50_1341,Trains,41,35.35,1449.35,Canada,Canada,,,43,Lily Clark,Port Elgin
10250,2004-05-11,S50_1341,92,S50_1341,Trains,36,51.93,1869.48,USA,United States,,,48,Aaron Clement,Saint-Pierre
10262,2004-06-24,S50_1341,92,S50_1341,Trains,49,37.97,1860.53,Spain,Spain,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10275,2004-07-23,S50_1341,92,S50_1341,Trains,38,45.39,1724.82,France,France,,,70,Aiden Griffin,Loughrea
10284,2004-08-21,S50_1341,92,S50_1341,Trains,33,51.93,1713.69,Norway,Norway,,,46,Srđan Malešević,Zvečan
10296,2004-09-15,S50_1341,92,S50_1341,Trains,26,48.44,1259.44,Germany,Germany,,,43,Lily Clark,Port Elgin
10308,2004-10-15,S50_1341,92,S50_1341,Trains,47,43.64,2051.08,USA,United States,,,21,Pamela Colunga,Río Florido
10316,2004-11-01,S50_1341,92,S50_1341,Trains,34,47.57,1617.38,UK,United Kingdom,,,23,Caroline Sørensen,Sundby/Erslev
10328,2004-11-12,S50_1341,92,S50_1341,Trains,34,51.93,1765.62,Italy,Italy,,,80,Frederick Steward,Leicester
10340,2004-11-24,S50_1341,92,S50_1341,Trains,40,50.62,2024.8,Spain,Spain,,,47,Giovana Moreira,Americana
10353,2004-12-04,S50_1341,92,S50_1341,Trains,40,82.21,3288.4,USA,United States,,,15,Rasmus Christensen,Randers Nø
10361,2004-12-17,S50_1341,92,S50_1341,Trains,33,82.59,2725.47,Australia,Australia,,,25,Wanda Lucas,The Colony
10375,2005-02-03,S50_1341,92,S50_1341,Trains,49,65.8,3224.2,France,France,,,36,Cody Henderson,Athlone
10388,2005-03-03,S50_1341,92,S50_1341,Trains,27,100.0,3211.38,USA,United States,,,75,Bror Svendsen,Sande
10398,2005-03-30,S50_1341,92,S50_1341,Trains,49,36.66,1796.34,France,France,,,51,Alexander Gagné,Woodstock
10401,2005-04-03,S50_1341,92,S50_1341,Trains,56,35.35,1979.6,USA,United States,,,15,Rasmus Christensen,Randers Nø
10416,2005-05-10,S50_1341,92,S50_1341,Trains,37,51.93,1921.41,Italy,Italy,,,68,Winnie Koopmanschap,Hoofddorp
10104,2003-01-31,S50_1392,93,S50_1392,Trains,33,100.0,3705.24,Spain,Spain,,,21,Pamela Colunga,Río Florido
10115,2003-04-04,S50_1392,93,S50_1392,Trains,27,100.0,2843.91,USA,United States,,,13,Kurt Craig,Portarlington
10127,2003-06-03,S50_1392,93,S50_1392,Trains,46,100.0,6176.42,USA,United States,,,86,Britney Caldwell,Naas
10141,2003-08-01,S50_1392,93,S50_1392,Trains,44,100.0,5500.44,Finland,Finland,,,19,Rose Young,Waterloo
10151,2003-09-21,S50_1392,93,S50_1392,Trains,26,100.0,3220.1,Finland,Finland,,,34,Sarah Chu,Tecumseh
10165,2003-10-22,S50_1392,93,S50_1392,Trains,48,94.92,4556.16,Singapore,Singapore,Asia,,78,Hayley Li,Auckland
10176,2003-11-06,S50_1392,93,S50_1392,Trains,23,100.0,3114.89,Italy,Italy,,,68,Winnie Koopmanschap,Hoofddorp
10184,2003-11-14,S50_1392,93,S50_1392,Trains,45,100.0,4948.2,Spain,Spain,,,52,Radoslav Blagojević,Kikinda
10195,2003-11-25,S50_1392,93,S50_1392,Trains,49,100.0,5161.17,USA,United States,,,27,Nelson Murphy,Stevenage
10207,2003-12-09,S50_1392,93,S50_1392,Trains,28,94.92,2657.76,USA,United States,,,29,Bella Stepanenko,Slov'yansk
10220,2004-02-12,S50_1392,93,S50_1392,Trains,37,100.0,3983.05,Ireland,Ireland,,,28,Soham Ellis,Dublin
10230,2004-03-15,S50_1392,93,S50_1392,Trains,34,100.0,3974.94,Germany,Germany,,,35,Lada Trajković,Mionica
10246,2004-05-05,S50_1392,93,S50_1392,Trains,22,100.0,2928.42,Spain,Spain,,,8,Eduardo Treviño,Ozuluama
10259,2004-06-15,S50_1392,93,S50_1392,Trains,29,100.0,3054.57,Singapore,Singapore,Asia,,16,Zillah Lenssen,Winterswijk
10271,2004-07-20,S50_1392,93,S50_1392,Trains,34,98.39,3345.26,USA,United States,,,36,Cody Henderson,Athlone
10282,2004-08-20,S50_1392,93,S50_1392,Trains,38,100.0,4310.72,USA,United States,,,30,Nemira Danchuk,Voznesenivka
10292,2004-09-08,S50_1392,93,S50_1392,Trains,41,100.0,4983.14,USA,United States,,,18,Oya Başoğlu,İstanbul
10305,2004-10-13,S50_1392,93,S50_1392,Trains,42,100.0,4618.32,USA,United States,,,2,Florent Vidal,Caen
10314,2004-10-22,S50_1392,93,S50_1392,Trains,28,100.0,3403.12,Denmark,Denmark,,,49,Hudson Morris,Timaru
10325,2004-11-05,S50_1392,93,S50_1392,Trains,38,100.0,5190.42,Norway,Norway,,,77,Aashish Uchil,Naihati
10336,2004-11-20,S50_1392,93,S50_1392,Trains,23,100.0,3141.57,France,France,,,4,Eino Tuomi,Multia
10350,2004-12-02,S50_1392,93,S50_1392,Trains,31,71.4,2213.4,Spain,Spain,,,90,Ana Luisa Valverde,La Higuera
10359,2004-12-15,S50_1392,93,S50_1392,Trains,46,100.0,4896.7,France,France,,,89,Deniz Türkyılmaz,Manisa
10371,2005-01-23,S50_1392,93,S50_1392,Trains,48,56.55,2714.4,USA,United States,,,94,حسین نكو نظر,ورامین
10383,2005-02-22,S50_1392,93,S50_1392,Trains,29,100.0,3087.05,Spain,Spain,,,75,Bror Svendsen,Sande
10395,2005-03-17,S50_1392,93,S50_1392,Trains,46,100.0,5692.96,France,France,,,7,Elio Giraud,Colombes
10412,2005-05-03,S50_1392,93,S50_1392,Trains,26,100.0,3460.86,Spain,Spain,,,95,Malik Margaret,Fountainbleu
10425,2005-05-31,S50_1392,93,S50_1392,Trains,18,100.0,1895.94,France,France,,,74,Benjamin Jimenez,Wells
10104,2003-01-31,S50_1514,94,S50_1514,Trains,32,53.31,1705.92,Spain,Spain,,,39,Noah Mortensen,Allinge
10117,2003-04-16,S50_1514,94,S50_1514,Trains,21,49.21,1033.41,Singapore,Singapore,Asia,,13,Kurt Craig,Portarlington
10127,2003-06-03,S50_1514,94,S50_1514,Trains,46,69.12,3179.52,USA,United States,,,31,Porfirio de la Crúz,Orduña de Arriba
10142,2003-08-08,S50_1514,94,S50_1514,Trains,42,49.79,2091.18,USA,United States,,,71,Emil Halla,Ilmajoki
10153,2003-09-28,S50_1514,94,S50_1514,Trains,31,57.41,1779.71,Spain,Spain,,,63,Karl-Dieter Klaus,Sinsheim
10165,2003-10-22,S50_1514,94,S50_1514,Trains,38,66.78,2537.64,Singapore,Singapore,Asia,,56,Magdalena Simonović,Blace
10176,2003-11-06,S50_1514,94,S50_1514,Trains,38,64.44,2448.72,Italy,Italy,,,42,Mladen Jeremić,Jagodina
10185,2003-11-14,S50_1514,94,S50_1514,Trains,20,48.62,972.4,USA,United States,,,61,Valentín Moreno,San Sebastián
10196,2003-11-26,S50_1514,94,S50_1514,Trains,46,62.09,2856.14,USA,United States,,,42,Mladen Jeremić,Jagodina
10208,2004-01-02,S50_1514,94,S50_1514,Trains,30,65.61,1968.3,France,France,,,56,Magdalena Simonović,Blace
10220,2004-02-12,S50_1514,94,S50_1514,Trains,30,68.54,2056.2,Ireland,Ireland,,,36,Cody Henderson,Athlone
10230,2004-03-15,S50_1514,94,S50_1514,Trains,43,52.14,2242.02,Germany,Germany,,,84,Georg Hölscher,Readtsjerk
10247,2004-05-05,S50_1514,94,S50_1514,Trains,49,63.85,3128.65,Finland,Finland,,,68,Winnie Koopmanschap,Hoofddorp
10272,2004-07-20,S50_1514,94,S50_1514,Trains,43,56.82,2443.26,USA,United States,,,7,Elio Giraud,Colombes
10282,2004-08-20,S50_1514,94,S50_1514,Trains,37,66.78,2470.86,USA,United States,,,54,Leticia Rolland,Zermatt
10292,2004-09-08,S50_1514,94,S50_1514,Trains,35,55.07,1927.45,USA,United States,,,1,Jenny Bourgeois,Miège
10306,2004-10-14,S50_1514,94,S50_1514,Trains,34,60.34,2051.56,UK,United Kingdom,,,44,Nella Koskinen,Hamina
10314,2004-10-22,S50_1514,94,S50_1514,Trains,38,61.51,2337.38,Denmark,Denmark,,,45,Anny Skjelbred,Snurråsen
10325,2004-11-05,S50_1514,94,S50_1514,Trains,44,100.0,5932.96,Norway,Norway,,,47,Giovana Moreira,Americana
10337,2004-11-21,S50_1514,94,S50_1514,Trains,21,100.0,2296.77,USA,United States,,,13,Kurt Craig,Portarlington
10350,2004-12-02,S50_1514,94,S50_1514,Trains,44,100.0,6490.88,Spain,Spain,,,22,Magdalena Pascual,Sevilla
10359,2004-12-15,S50_1514,94,S50_1514,Trains,25,64.93,1623.25,France,France,,,21,Pamela Colunga,Río Florido
10372,2005-01-26,S50_1514,94,S50_1514,Trains,24,58.58,1405.92,Japan,Japan,Asia,,86,Britney Caldwell,Naas
10383,2005-02-22,S50_1514,94,S50_1514,Trains,38,60.06,2282.28,Spain,Spain,,,92,Nelly Chavarría,San Pedro Comitancillo
10395,2005-03-17,S50_1514,94,S50_1514,Trains,45,100.0,8977.05,France,France,,,9,Rosa Calderón,San Luis Soyatlán
10413,2005-05-05,S50_1514,94,S50_1514,Trains,51,63.85,3256.35,USA,United States,,,26,Miro Niemela,Nastola
10108,2003-03-03,S50_4713,95,S50_4713,Trains,34,82.99,2821.66,Philippines,Philippines,,,9,Rosa Calderón,San Luis Soyatlán
10121,2003-05-07,S50_4713,95,S50_4713,Trains,44,74.85,3293.4,France,France,,,15,Rasmus Christensen,Randers Nø
10135,2003-07-02,S50_4713,95,S50_4713,Trains,44,96.0,4224.0,USA,United States,,,10,Nadia Mayorga,Carapán
10145,2003-08-25,S50_4713,95,S50_4713,Trains,38,81.36,3091.68,USA,United States,,,88,Julio Murray,Shepparton
10159,2003-10-10,S50_4713,95,S50_4713,Trains,31,71.6,2219.6,USA,United States,,,42,Mladen Jeremić,Jagodina
10169,2003-11-04,S50_4713,95,S50_4713,Trains,48,80.55,3866.4,Australia,Australia,,,72,Daniel Denys,Selkirk
10180,2003-11-11,S50_4713,95,S50_4713,Trains,21,93.56,1964.76,France,France,,,24,Remziye Stabel,Zweins
10190,2003-11-19,S50_4713,95,S50_4713,Trains,40,66.72,2668.8,Spain,Spain,,,80,Frederick Steward,Leicester
10211,2004-01-15,S50_4713,95,S50_4713,Trains,40,80.55,3222.0,France,France,,,49,Hudson Morris,Timaru
10224,2004-02-21,S50_4713,95,S50_4713,Trains,50,77.29,3864.5,France,France,,,26,Miro Niemela,Nastola
10237,2004-04-05,S50_4713,95,S50_4713,Trains,20,68.34,1366.8,USA,United States,,,91,Helen Marie,Granges-Paccot
10252,2004-05-26,S50_4713,95,S50_4713,Trains,48,72.41,3475.68,France,France,,,37,Anton Vasić,Lajkovac
10264,2004-06-30,S50_4713,95,S50_4713,Trains,47,89.5,4206.5,USA,United States,,,68,Winnie Koopmanschap,Hoofddorp
10276,2004-08-02,S50_4713,95,S50_4713,Trains,21,70.78,1486.38,USA,United States,,,50,Ivana Teixeira,Birigüi
10285,2004-08-27,S50_4713,95,S50_4713,Trains,39,78.92,3077.88,USA,United States,,,24,Remziye Stabel,Zweins
10299,2004-09-30,S50_4713,95,S50_4713,Trains,44,80.55,3544.2,Finland,Finland,,,19,Rose Young,Waterloo
10309,2004-10-15,S50_4713,95,S50_4713,Trains,28,88.68,2483.04,Norway,Norway,,,100,Mara Häußler,Meßstetten
10319,2004-11-03,S50_4713,95,S50_4713,Trains,45,77.29,3478.05,USA,United States,,,60,Silvia Márquez,Barcelona
10331,2004-11-17,S50_4713,95,S50_4713,Trains,20,100.0,3657.8,USA,United States,,,39,Noah Mortensen,Allinge
10341,2004-11-24,S50_4713,95,S50_4713,Trains,38,100.0,4682.36,Austria,Austria,,,74,Benjamin Jimenez,Wells
10356,2004-12-09,S50_4713,95,S50_4713,Trains,26,100.0,3937.7,France,France,,,89,Deniz Türkyılmaz,Manisa
10365,2005-01-07,S50_4713,95,S50_4713,Trains,44,100.0,4984.32,USA,United States,,,18,Oya Başoğlu,İstanbul
10375,2005-02-03,S50_4713,95,S50_4713,Trains,49,100.0,5406.66,France,France,,,19,Rose Young,Waterloo
10390,2005-03-04,S50_4713,95,S50_4713,Trains,22,100.0,3491.18,USA,United States,,,36,Cody Henderson,Athlone
10403,2005-04-08,S50_4713,95,S50_4713,Trains,31,68.34,2118.54,UK,United Kingdom,,,74,Benjamin Jimenez,Wells
10105,2003-02-11,S700_1138,96,S700_1138,Planes & Trucks,41,70.67,2897.47,Denmark,Denmark,,,97,درسا مرادی,بیرجند
10119,2003-04-28,S700_1138,96,S700_1138,Planes & Trucks,25,76.67,1916.75,Austria,Austria,,,55,Alex Williams,Ballina
10129,2003-06-12,S700_1138,96,S700_1138,Planes & Trucks,31,60.0,1860.0,UK,United Kingdom,,,69,Helmi Tikkanen,Tervola
10142,2003-08-08,S700_1138,96,S700_1138,Planes & Trucks,41,64.0,2624.0,USA,United States,,,47,Giovana Moreira,Americana
10153,2003-09-28,S700_1138,96,S700_1138,Planes & Trucks,43,64.67,2780.81,Spain,Spain,,,49,Hudson Morris,Timaru
10167,2003-10-23,S700_1138,96,S700_1138,Planes & Trucks,43,75.34,3239.62,Sweden,Sweden,,,99,Darren Phillips,Longford
10177,2003-11-07,S700_1138,96,S700_1138,Planes & Trucks,24,76.0,1824.0,Spain,Spain,,,98,Addison Martin,Radisson
10185,2003-11-14,S700_1138,96,S700_1138,Planes & Trucks,21,54.0,1134.0,USA,United States,,,33,Leonard Barbier,Rüeggisberg
10197,2003-11-26,S700_1138,96,S700_1138,Planes & Trucks,23,64.67,1487.41,Spain,Spain,,,21,Pamela Colunga,Río Florido
10208,2004-01-02,S700_1138,96,S700_1138,Planes & Trucks,38,74.67,2837.46,France,France,,,81,Priscilla Caldwell,Scottsdale
10222,2004-02-19,S700_1138,96,S700_1138,Planes & Trucks,31,62.67,1942.77,USA,United States,,,22,Magdalena Pascual,Sevilla
10233,2004-03-29,S700_1138,96,S700_1138,Planes & Trucks,36,70.67,2544.12,USA,United States,,,48,Aaron Clement,Saint-Pierre
10248,2004-05-07,S700_1138,96,S700_1138,Planes & Trucks,36,71.34,2568.24,USA,United States,,,37,Anton Vasić,Lajkovac
10261,2004-06-17,S700_1138,96,S700_1138,Planes & Trucks,34,62.0,2108.0,Canada,Canada,,,15,Rasmus Christensen,Randers Nø
10273,2004-07-21,S700_1138,96,S700_1138,Planes & Trucks,21,65.34,1372.14,Belgium,Belgium,,,35,Lada Trajković,Mionica
10283,2004-08-20,S700_1138,96,S700_1138,Planes & Trucks,45,78.67,3540.15,Canada,Canada,,,92,Nelly Chavarría,San Pedro Comitancillo
10295,2004-09-10,S700_1138,96,S700_1138,Planes & Trucks,26,75.34,1958.84,USA,United States,,,71,Emil Halla,Ilmajoki
10306,2004-10-14,S700_1138,96,S700_1138,Planes & Trucks,50,54.0,2700.0,UK,United Kingdom,,,32,May Wie,Andselv
10315,2004-10-29,S700_1138,96,S700_1138,Planes & Trucks,41,62.0,2542.0,France,France,,,11,Ryder Lewis,Blenheim
10326,2004-11-09,S700_1138,96,S700_1138,Planes & Trucks,39,60.0,2340.0,Sweden,Sweden,,,10,Nadia Mayorga,Carapán
10339,2004-11-23,S700_1138,96,S700_1138,Planes & Trucks,22,100.0,2816.44,Japan,Japan,Asia,,73,Deveny Hartsuiker,Sint Agatha
10350,2004-12-02,S700_1138,96,S700_1138,Planes & Trucks,46,76.67,3526.82,Spain,Spain,,,78,Hayley Li,Auckland
10373,2005-01-31,S700_1138,96,S700_1138,Planes & Trucks,44,100.0,4627.92,Finland,Finland,,,77,Aashish Uchil,Naihati
10385,2005-02-28,S700_1138,96,S700_1138,Planes & Trucks,25,77.34,1933.5,USA,United States,,,57,Sofia Edwards,Invercargill
10396,2005-03-23,S700_1138,96,S700_1138,Planes & Trucks,39,66.67,2600.13,USA,United States,,,25,Wanda Lucas,The Colony
10414,2005-05-06,S700_1138,96,S700_1138,Planes & Trucks,37,71.34,2639.58,USA,United States,,,2,Florent Vidal,Caen
10106,2003-02-17,S700_1691,97,S700_1691,Planes & Trucks,31,100.0,3312.97,Italy,Italy,,,64,Minea Hautala,Kangasala
10120,2003-04-29,S700_1691,97,S700_1691,Planes & Trucks,47,82.21,3863.87,Australia,Australia,,,35,Lada Trajković,Mionica
10133,2003-06-27,S700_1691,97,S700_1691,Planes & Trucks,24,77.64,1863.36,Spain,Spain,,,7,Elio Giraud,Colombes
10143,2003-08-10,S700_1691,97,S700_1691,Planes & Trucks,36,100.0,3945.96,USA,United States,,,85,Francisco Hernández,Fuenlabrada
10156,2003-10-08,S700_1691,97,S700_1691,Planes & Trucks,48,100.0,4954.08,Spain,Spain,,,18,Oya Başoğlu,İstanbul
10168,2003-10-28,S700_1691,97,S700_1691,Planes & Trucks,28,98.65,2762.2,USA,United States,,,67,Joaquin Santana,Barcelona
10199,2003-12-01,S700_1691,97,S700_1691,Planes & Trucks,48,83.12,3989.76,USA,United States,,,42,Mladen Jeremić,Jagodina
10210,2004-01-12,S700_1691,97,S700_1691,Planes & Trucks,21,78.55,1649.55,Japan,Japan,Asia,,39,Noah Mortensen,Allinge
10223,2004-02-20,S700_1691,97,S700_1691,Planes & Trucks,25,100.0,2534.75,Australia,Australia,,,41,Aurelio Rousseau,Haute-Sorne
10235,2004-04-02,S700_1691,97,S700_1691,Planes & Trucks,25,100.0,2580.25,Canada,Canada,,,75,Bror Svendsen,Sande
10250,2004-05-11,S700_1691,97,S700_1691,Planes & Trucks,31,91.34,2831.54,USA,United States,,,24,Remziye Stabel,Zweins
10262,2004-06-24,S700_1691,97,S700_1691,Planes & Trucks,40,84.03,3361.2,Spain,Spain,,,60,Silvia Márquez,Barcelona
10275,2004-07-23,S700_1691,97,S700_1691,Planes & Trucks,32,89.51,2864.32,France,France,,,46,Srđan Malešević,Zvečan
10284,2004-08-21,S700_1691,97,S700_1691,Planes & Trucks,24,83.12,1994.88,Norway,Norway,,,19,Rose Young,Waterloo
10296,2004-09-15,S700_1691,97,S700_1691,Planes & Trucks,42,100.0,4296.6,Germany,Germany,,,68,Winnie Koopmanschap,Hoofddorp
10308,2004-10-15,S700_1691,97,S700_1691,Planes & Trucks,21,100.0,2224.95,USA,United States,,,90,Ana Luisa Valverde,La Higuera
10316,2004-11-01,S700_1691,97,S700_1691,Planes & Trucks,34,82.21,2795.14,UK,United Kingdom,,,42,Mladen Jeremić,Jagodina
10328,2004-11-12,S700_1691,97,S700_1691,Planes & Trucks,27,100.0,2762.1,Italy,Italy,,,32,May Wie,Andselv
10340,2004-11-24,S700_1691,97,S700_1691,Planes & Trucks,30,88.6,2658.0,Spain,Spain,,,39,Noah Mortensen,Allinge
10353,2004-12-04,S700_1691,97,S700_1691,Planes & Trucks,39,100.0,5043.87,USA,United States,,,36,Cody Henderson,Athlone
10361,2004-12-17,S700_1691,97,S700_1691,Planes & Trucks,20,60.54,1210.8,Australia,Australia,,,97,درسا مرادی,بیرجند
10375,2005-02-03,S700_1691,97,S700_1691,Planes & Trucks,37,81.87,3029.19,France,France,,,36,Cody Henderson,Athlone
10388,2005-03-03,S700_1691,97,S700_1691,Planes & Trucks,46,100.0,10066.6,USA,United States,,,3,Noélie Bourgeois,Lille
10398,2005-03-30,S700_1691,97,S700_1691,Planes & Trucks,47,87.69,4121.43,France,France,,,73,Deveny Hartsuiker,Sint Agatha
10401,2005-04-03,S700_1691,97,S700_1691,Planes & Trucks,11,100.0,1135.31,USA,United States,,,8,Eduardo Treviño,Ozuluama
10416,2005-05-10,S700_1691,97,S700_1691,Planes & Trucks,23,91.34,2100.82,Italy,Italy,,,97,درسا مرادی,بیرجند
10105,2003-02-11,S700_1938,98,S700_1938,Planes & Trucks,29,70.15,2034.35,Denmark,Denmark,,,70,Aiden Griffin,Loughrea
10117,2003-04-16,S700_1938,98,S700_1938,Planes & Trucks,38,79.68,3027.84,Singapore,Singapore,Asia,,41,Aurelio Rousseau,Haute-Sorne
10128,2003-06-06,S700_1938,98,S700_1938,Planes & Trucks,32,97.0,3104.0,Spain,Spain,,,68,Winnie Koopmanschap,Hoofddorp
10142,2003-08-08,S700_1938,98,S700_1938,Planes & Trucks,43,84.01,3612.43,USA,United States,,,13,Kurt Craig,Portarlington
10153,2003-09-28,S700_1938,98,S700_1938,Planes & Trucks,31,87.48,2711.88,Spain,Spain,,,49,Hudson Morris,Timaru
10166,2003-10-21,S700_1938,98,S700_1938,Planes & Trucks,29,100.0,3013.97,USA,United States,,,60,Silvia Márquez,Barcelona
10177,2003-11-07,S700_1938,98,S700_1938,Planes & Trucks,31,88.34,2738.54,Spain,Spain,,,2,Florent Vidal,Caen
10185,2003-11-14,S700_1938,98,S700_1938,Planes & Trucks,30,94.4,2832.0,USA,United States,,,60,Silvia Márquez,Barcelona
10196,2003-11-26,S700_1938,98,S700_1938,Planes & Trucks,50,94.4,4720.0,USA,United States,,,5,Maya Howell,Leicester
10208,2004-01-02,S700_1938,98,S700_1938,Planes & Trucks,40,80.55,3222.0,France,France,,,44,Nella Koskinen,Hamina
10221,2004-02-18,S700_1938,98,S700_1938,Planes & Trucks,23,97.0,2231.0,Belgium,Belgium,,,27,Nelson Murphy,Stevenage
10232,2004-03-20,S700_1938,98,S700_1938,Planes & Trucks,26,88.34,2296.84,UK,United Kingdom,,,32,May Wie,Andselv
10248,2004-05-07,S700_1938,98,S700_1938,Planes & Trucks,40,100.0,4157.2,USA,United States,,,21,Pamela Colunga,Río Florido
10273,2004-07-21,S700_1938,98,S700_1938,Planes & Trucks,21,100.0,2146.2,Belgium,Belgium,,,8,Eduardo Treviño,Ozuluama
10282,2004-08-20,S700_1938,98,S700_1938,Planes & Trucks,43,86.61,3724.23,USA,United States,,,72,Daniel Denys,Selkirk
10293,2004-09-09,S700_1938,98,S700_1938,Planes & Trucks,29,71.89,2084.81,Italy,Italy,,,50,Ivana Teixeira,Birigüi
